Date,Price,Open,High,Low,Volume
2020-10-16,28659.45,28344.04,28680.87,28313.57,489.09
2020-10-15,28344.04,28354.14,28364.47,28333.06,330.66
2020-10-14,28344.33,28344.04,28381.27,28332.51,218.42
2020-10-13,28344.04,28337.49,28351.51,28299.61,535.83
2020-12-10,28337.49,28415.31,28440.82,28170.72,369.06
2020-09-10,28415.31,28546.22,28721.73,28371.7,384.04
2020-08-10,28546.22,28634.35,28664.83,28398.74,568.74
2020-07-10,28634.35,28945.41,29171.29,28484.87,832.88
2020-06-10,28909.37,27561.51,28909.37,27561.51,749.47
2020-05-10,27554.56,26985.77,27563.91,26985.77,603.89
2020-02-10,26985.77,26831.76,26985.77,26830.59,459.79
2020-09-30,26837.42,26612.12,26862.21,26612.12,322.76
2020-09-29,26611.96,26507.84,26611.96,26427.58,413.10
2020-09-28,26507.84,26319.34,26512.05,26319.34,336.73
2020-09-25,26319.47,25987.14,26327.17,25987.14,335.74
2020-09-24,25987.14,25783.02,26021.75,25783.02,359.27
2020-09-23,25783.02,25654.9,25785.41,25631.12,414.16
2020-09-22,25654.9,25574.35,25655.18,25525.93,262.05
2020-09-21,25574.35,25572.57,25592.86,25564.36,196.11
2020-09-18,25572.57,25532.74,25572.57,25505.27,193.49
2020-09-17,25533.35,25550.31,25551.56,25507.84,231.19
2020-09-16,25558.81,25598.53,25606.02,25535.41,211.45
2020-09-15,25597.96,25605.59,25618.65,25573.96,245.14
2020-09-14,25605.59,25591.95,25616.99,25577.33,256.97
2020-11-09,25591.95,25520.97,25592.22,25514.22,212.57
2020-10-09,25520.97,25424.91,25540.91,25403.33,234.15
2020-09-09,25424.91,25493.88,25496.73,25414.42,269.62
2020-08-09,25497.32,25585.67,25596.21,25490.01,251.96
2020-07-09,25582.23,25605.64,25631.16,25573.24,253.96
2020-04-09,25605.64,25534.87,25618.48,25529.56,418.16
2020-03-09,25511.02,25460.0,25511.02,25460.0,229.41
2020-02-09,25460.0,25404.12,25461.66,25388.82,178.29
2020-01-09,25413.76,25327.13,25417.61,25327.13,254.81
2020-08-31,25327.13,25303.68,25334.11,25289.1,127.28
2020-08-28,25309.37,25304.25,25312.81,25289.35,137.05
2020-08-27,25297.55,25330.1,25330.1,25291.33,249.13
2020-08-26,25330.1,25295.01,25332.51,25283.31,180.55
2020-08-25,25291.78,25228.38,25291.78,25201.79,251.34
2020-08-24,25229.12,25221.87,25232.68,25159.82,251.19
2020-08-21,25221.87,25203.36,25273.33,25203.36,158.60
2020-08-20,25204.58,25174.6,25204.58,25172.1,179.55
2020-08-19,25171.32,25136.49,25180.4,25131.56,180.01
2020-08-18,25136.49,25139.57,25151.36,25123.28,271.00
2020-08-17,25143.68,25199.84,25234.49,25143.68,161.23
2020-08-14,25199.84,25236.97,25236.97,25168.43,482.42
2020-08-13,25236.97,25141.48,25239.91,25067.72,258.05
2020-12-08,25141.48,24883.7,25147.52,24852.43,204.42
2020-11-08,24883.7,25027.61,25067.18,24825.09,205.97
2020-10-08,25027.61,25041.89,25046.29,24952.17,175.23
2020-07-08,25041.89,24944.45,25047.7,24944.45,166.94
2020-06-08,24930.34,24882.04,24931.91,24820.5,173.72
2020-05-08,24882.04,24841.94,24910.02,24841.94,303.28
2020-04-08,24841.94,24766.12,24868.82,24764.26,154.47
2020-03-08,24766.12,24710.93,24776.08,24690.75,186.47
2020-07-29,24693.73,24650.16,24713.57,24646.84,101.53
2020-07-28,24650.16,24799.05,24800.81,24646.53,150.37
2020-07-27,24783.61,24427.73,24788.17,24427.73,170.00
2020-07-24,24427.73,24512.27,24536.82,24409.99,174.19
2020-07-23,24512.27,24173.53,24615.65,24170.97,164.07
2020-07-22,24173.53,24174.45,24192.52,24166.96,266.06
2020-07-21,24174.45,24269.58,24303.76,24130.23,304.19
2020-07-20,24273.42,24287.66,24301.11,24273.42,305.10
2020-07-17,24287.66,24323.5,24336.59,24256.64,160.47
2020-07-16,24330.06,24129.84,24330.51,24112.4,207.40
2020-07-15,24132.3,24114.59,24210.22,24071.13,208.21
2020-07-14,24117.4,24200.6,24207.0,24095.41,208.20
2020-07-13,24200.6,24306.36,24306.36,24162.7,231.23
2020-10-07,24306.36,24276.56,24315.39,24251.26,131.63
2020-09-07,24276.56,24278.07,24336.45,24276.56,192.03
2020-08-07,24278.07,24097.48,24278.07,24097.48,232.61
2020-07-07,24098.08,24026.05,24152.67,24026.05,155.53
2020-06-07,24109.65,24336.12,24352.2,23961.14,189.67
2020-03-07,24336.12,24374.38,24416.05,24332.36,144.30
2020-02-07,24374.4,24594.99,24612.25,24357.75,180.10
2020-01-07,24594.99,24479.16,24723.26,24479.16,198.01
2020-06-30,24479.16,24858.82,24859.88,24448.23,280.67
2020-06-29,24858.82,24828.96,24858.82,24740.06,158.45
2020-06-26,24828.96,24625.17,24829.17,24551.35,127.19
2020-06-25,24625.17,24654.99,24662.27,24619.84,130.28
2020-06-24,24654.99,24750.06,24771.97,24636.63,189.23
2020-06-23,24751.32,24753.92,24756.88,24649.39,167.90
2020-06-22,24779.26,24826.75,24877.3,24651.3,124.66
2020-06-19,24826.75,24933.41,25123.72,24819.12,174.67
2020-06-18,24933.41,24972.89,25054.28,24913.26,171.16
2020-06-17,24972.94,24930.88,24973.59,24816.45,265.95
2020-06-16,24930.88,24954.89,25046.42,24930.65,200.37
2020-06-15,24956.04,25182.67,25196.62,24757.68,237.63
2020-11-06,25182.67,25215.04,25302.85,25182.67,337.13
2020-10-06,25215.04,25335.15,25351.29,25130.61,266.65
2020-09-06,25335.15,25249.96,25368.78,25249.96,268.74
2020-08-06,25250.2,25016.3,25412.54,25016.3,230.49
2020-05-06,25016.3,25312.05,25325.87,24875.56,214.50
2020-04-06,25312.05,25407.96,25434.62,25312.05,270.18
2020-03-06,25407.96,25383.43,25445.47,25308.5,353.26
2020-02-06,25383.43,25316.24,25458.53,25316.24,377.86
2020-01-06,25321.29,25267.82,25396.1,25180.37,253.13
2020-05-29,25267.82,25166.01,25393.03,25164.06,325.59
2020-05-28,25166.01,25229.02,25463.11,25131.33,348.21
2020-05-27,25221.29,25204.75,25469.93,25054.11,581.59
2020-05-22,25204.75,24758.39,25205.18,24742.12,259.57
2020-05-21,24758.39,24452.23,24769.4,24426.56,350.66
2020-05-20,24452.23,24202.87,24467.28,24185.62,436.77
2020-05-19,24202.87,23943.29,24205.89,23943.29,339.75
2020-05-18,24010.19,23874.77,24010.19,23871.33,330.98
2020-05-15,23871.33,23872.44,23931.49,23840.8,221.44
2020-05-14,23892.92,23709.44,23892.92,23709.2,182.74
2020-05-13,23709.44,23695.9,23759.84,23695.9,159.19
2020-12-05,23695.9,23950.83,23982.29,23542.33,155.65
2020-11-05,23950.83,24045.4,24058.15,23949.18,204.72
2020-08-05,24045.4,24361.14,24403.77,24030.65,208.56
2020-07-05,24354.25,24143.37,24369.45,24039.7,431.57
2020-06-05,24143.37,23815.34,24154.65,23807.14,426.63
2020-05-05,23809.31,23089.86,23809.39,23075.49,343.95
2020-04-05,23089.86,23021.01,23121.74,22940.24,249.83
2020-04-30,23021.01,22868.4,23045.44,22636.59,359.46
2020-04-29,22868.4,22727.87,22884.49,22727.87,277.29
2020-04-28,22727.87,22616.28,22761.25,22616.28,266.62
2020-04-27,22616.28,22599.38,22649.2,22584.64,106.06
2020-04-24,22599.38,22470.79,22672.22,22458.37,211.53
2020-04-23,22470.79,22780.3,22805.14,22407.6,201.48
2020-04-22,22780.3,22629.92,22799.78,22629.92,185.21
2020-04-21,22629.92,22920.41,22920.41,22612.97,248.16
2020-04-20,22920.56,22921.59,23143.34,22920.13,343.24
2020-04-17,22921.59,22554.84,22927.88,22524.23,231.60
2020-04-16,22554.84,22539.94,22634.28,22380.94,379.11
2020-04-15,22539.94,21879.95,22543.48,21873.47,326.39
2020-04-14,21879.95,21384.03,21883.39,21239.02,264.74
2020-09-04,21384.03,21073.26,21385.85,20985.63,314.85
2020-08-04,21073.26,20925.19,21150.01,20925.19,346.41
2020-07-04,20925.19,20683.16,20925.19,20667.55,342.57
2020-06-04,20669.38,21094.62,21208.95,20651.59,336.42
2020-03-04,21094.62,21166.38,21197.32,20769.37,235.29
2020-02-04,21121.2,21100.54,21170.0,20790.71,255.53
2020-01-04,21100.54,21309.5,21317.98,20779.13,154.35
2020-03-31,21300.47,21330.79,21340.64,21270.26,422.00
2020-03-30,21330.79,21828.65,21828.65,21330.79,466.87
2020-03-27,21861.78,21842.18,21885.05,21803.89,251.41
2020-03-26,21757.47,21729.48,21903.0,21696.88,172.16
2020-03-25,21729.48,21743.47,21814.74,21663.32,233.07
2020-03-24,21741.16,21703.8,21770.42,21703.8,330.10
2020-03-23,21700.98,22198.43,22208.81,21694.16,464.36
2020-03-20,22198.43,22072.56,22211.67,22035.11,379.48
2020-03-19,22118.9,22785.19,22785.19,22118.9,525.85
2020-03-18,22789.64,22549.09,22804.7,22118.37,671.52
2020-03-17,22543.07,22705.19,23008.59,22497.73,675.82
2020-03-16,22705.19,22745.39,22797.39,22618.36,551.48
2020-03-13,22734.07,22729.01,22813.47,22550.08,732.62
2020-12-03,22695.88,23500.46,23500.46,22694.32,1060.0
2020-11-03,23572.75,24278.53,24321.51,23260.07,1390.0
2020-10-03,24388.66,25412.57,25412.57,24381.88,594.47
2020-09-03,25647.54,26141.24,26141.24,25648.45,185.49
2020-06-03,26279.61,26426.2,26455.26,26273.58,361.08
2020-05-03,26426.2,26418.82,26626.07,26408.25,431.90
2020-04-03,26415.54,26283.35,26438.78,26256.24,307.66
2020-03-03,26255.11,25816.57,26344.55,25816.57,387.42
2020-02-03,25816.57,26143.02,26170.58,25816.57,325.26
2020-02-28,26216.46,26808.24,26808.24,26216.46,416.28
2020-02-27,26808.24,26974.38,26977.4,26796.43,231.52
2020-02-26,26974.38,27033.1,27033.9,26870.39,228.36
2020-02-25,27033.1,27041.03,27105.46,27031.71,241.71
2020-02-24,27041.03,27388.62,27515.79,27000.85,428.96
2020-02-21,27388.62,27568.91,27614.65,27236.53,421.22
2020-02-20,27568.91,27523.26,27622.42,27292.61,484.99
2020-02-19,27523.08,27547.56,27556.13,27512.72,290.13
2020-02-18,27547.56,27570.94,27570.94,27527.51,168.07
2020-02-17,27570.94,27756.56,27818.09,27507.99,134.61
2020-02-14,27755.87,27864.84,27879.31,27675.52,132.51
2020-02-13,27864.84,27881.45,27916.64,27686.34,150.72
2020-12-02,27878.43,27871.9,27919.1,27866.46,152.34
2020-11-02,27871.9,27769.07,27936.16,27637.33,276.27
2020-10-02,27773.2,28067.09,28119.19,27772.16,200.16
2020-07-02,28067.09,28140.41,28195.75,28054.73,303.93
2020-06-02,28140.41,28093.76,28385.36,27949.15,317.19
2020-05-02,28093.76,28432.27,28506.63,28032.23,350.21
2020-04-02,28432.27,28533.4,28540.3,28415.12,254.85
2020-03-02,28533.4,28843.53,28843.53,28389.6,246.51
2020-01-31,28843.53,29035.55,29096.29,28817.45,348.56
2020-01-30,29030.93,29110.9,29222.83,28898.74,274.43
2020-01-29,29110.9,29378.63,29381.95,29054.23,242.76
